Text,Class
ഇതാരാണ്...... ലുലു മാളിൽ മൊബൈൽ ഷോപ്പിൽ നിൽക്കുന്ന പെണ്ണല്ലേ.... എന്തു നല്ല കാര്യം.... എല്ലാരേം തിരഞ്ഞു പിടിച്ചു ഇന്റർവ്യൂ ചെയ്യുന്നു....,Non-abusive
അവളെ  ആക്ടറ്റ്യൂഡ്  കണ്ടാൽ  തന്നെ  കലി  വരും,Abusive
ഇമ്മാതിരി ടീമ്സിനെ കൊണ്ടുവന്നു ഇങ്ങളുടെ പരിപാടി കൊളമാക്കരുത്,Abusive
കുട്ടിക്ക് ഇത് സ്ഥിരം പരിപാടിയാണെന്ന് ഇപ്പൊ ഉറപ്പായി  ഏതെങ്കിലും റിയാലിറ്റി ഷോയിൽ പോകും അവിടുത്തെ ആരെയെങ്കിലും സുഗിപ്പിച്ചു നിക്കും . അങ്ങനെയാണേൽ ഫൈനൽ വരെ ഒന്നും അരിയതെ പോകാല്ലോ .. ശെരിക്കും ഗെയിം കളിച്ചത് ദില്ഷായാണ് ...,Abusive
"""ഒരു പെണ്ണിന്റെ കണ്ണിരാണ് മശൂറാ നിന്റെ ജീവിതം നീ ഇങ്ങനെ കാണിക്കോ നിന്റെ ജീവിതം വെച്ച്. സുഹാനയാണ് പെണ്ണ്, ത്യാഗി ജീവിതം പങ്കിട്ടവൾ.""",Abusive
അനൂപിൻ്റെ ജീവിതത്തിലെ ആദ്യത്തെ അമളി ഈ കൂതറയെ വിളിച്ചത് ആണ്,Abusive
"""ശോഭനയെ പോലെ അല്ല , ശോപന തന്നെ""",Non-abusive
"""അതിന്റെ കൂടെ നിശ്ചല കഥാപാത്രം പോലെ രണ്ടു പേർ ഇരുപ്പുണ്ടല്ലോ, അവർ ആരാണ്? സഖാക്കളോ???""",Non-abusive
ജസ്‌ല യെ കാട്ടുപൊയെ ഡിസ് ലൈക്ക് അടിച്ചു,Abusive
ഡോക്ടറെ തള്ളി പറയും എന്ന് അറിയാമായിരുന്നു പക്ഷേ ഇത്ര പെട്ടെന്ന് ഉണ്ടാകും എന്ന് കരുതിയില്ല,Abusive
ആരൊക്കെ  എന്തൊക്കെ  പറഞ്ഞാലും   എന്തോ  എനിക്ക്  ജാസ്മിനെ  ഇഷ്ടമാണ്,Non-abusive
ഇവളെ ഒക്കെ ആരാ ഉദ്‌ഘാടനത്തിന് വിളിക്കുന്നത് ഇവൾ ഏത് സെലിബ്രറ്റി ബിഗ്‌ബോസിൽ കണ്ടു,Abusive
"""ഡാക്കിട്ടരേ... 30 വയസ്സുള്ള, ഒന്നുമറിയാത്ത ഡിലുമോൾ.... പാവം  ഇരുന്ന് മോങ്ങ്യന്നു... ആ  ഊഞ്ഞാൽ ഒന്ന് ആട്ടിക്കൊടുക്കാമോ... """,Abusive
ആക്റ്റിംഗിൽ നല്ലൊരു ഭാവി കുട്ടിക്കുണ്ട്..... വിഷമിക്കാതെ മുന്നോട്ട് പോകു.,Abusive
എന്തെങ്കിലും കാണിക്കട്ടെ... പൈസ കൊടുത്ത് കാണുന്ന സിനിമയിൽ ഒന്നും വരുന്നില്ലലോ അതു മതി,Non-abusive
ഞാൻ ഇൻസ്റ്റാഗ്രാം മെസ്സേജ് അയച്ചിട്ടുണ്ട് ബാങ്ക് ഡീറ്റെയിൽസ് . എനിക്കി ഷെയർ വേണം,Non-abusive
"എല്ലാം കൈവിട്ടു പോയ പോയ ഖട്ടത്തിൽ....""",Non-abusive
ജസ്‌ലാ മടശ്ശേരിയെ ലോകം അംഗീകരിക്കുന്ന ദിവസം വരും. ഈ ബാഡ് കമന്റിട്ടവർക്കു അംഗീകരിക്കേണ്ടിവരും. കുരയ്ക്കാൻ നീക്കാതെ കാത്തിരുന്നു കാണുക.,Non-abusive
തിരുമേനി ചോദിച്ചതിന്റെ അർത്ഥം മനസിലായില്ലല്ലോ.. വഴിതെറ്റും  തെറ്റിക്കും... ആ പരിപാടി വേണോ. ആദ്യം സ്വയം നന്നായി മാതൃക  ആകു എന്നല്ലേ തിരുമേനി ഉദേശിച്ചത്‌.,Non-abusive
സർക്കാർ ഇടയ്ക്ക് ട്രോളിംഗ് നിരോധനം ഏർപ്പെടുത്താറുണ്ടല്ലോ.. പിന്നെന്താ...,Non-abusive
അകത്തു നിന്ന് നീ ഈ മണകുണാഞ്ജൻ റോബിനെ അനാവശ്യ സപ്പോർട്ട് കൊടുത്തു ജാസ്മിനെ ഒക്കെ നാട്ടുകാർക്ക് ഇട്ടു കൊടുത്തില്ലേ അന്ന് അവരുടെ വീട്ടുകാരും എല്ലാവരും അനുഭവിച്ചത് നിനക്ക് ഇപ്പൊ കിട്ടുന്നു അനുഭവിക്കു നീ ഇതൊക്കെ കിട്ടാൻ അർഹയുമാണ്,Abusive
ഇത് കുറച്ചു നേരത്തെ പറഞ്ഞിരുന്നെങ്കിൽ ഈ പ്രശ്നം ഒന്നും ഉണ്ടാവില്ലായിരുന്നു ഇപ്പോൾ ഒറ്റക്കായത് ഡോക്ടർ മാത്രമാണ് ഡോക്ടർ എന്നും ഒറ്റയ്ക്ക് അന്നും ഒറ്റയ്ക്ക് ഇന്നും ഒറ്റയ്ക്ക് പക്ഷേ ഞങ്ങൾ ഒന്നും ഡോക്ടറുടെ കൂടെയുണ്ടാവും ഡോക്ടർ നല്ല മനസ്സിന് ഉടമയാണ് ഇത് ദിൽഷയുടെ ഫ്രണ്ട് ആയിട്ട് തുടങ്ങിയ കാര്യമാണ് ഡോക്ടറായിട്ട് ഒന്നും പറഞ്ഞിട്ടില്ല ഡോക്ടേഴ്സ് ഇഷ്ടപ്പെടുന്നത് കണ്ട് ഇഷ്ടപ്പെട്ട വ്യക്തികളാണ് ഞങ്ങളെല്ലാം ഡോക്ടറെ ആര് കൈവിട്ടാലും ഞങ്ങൾ കൈവിടില്ല എന്ന് ഞങ്ങളുടെ ഡോക്ടറുടെ കൂടെ ഞങ്ങൾ ഉണ്ടാവും,Non-abusive
ചേച്ചിയ്.... ലവ് ഉ...... ഉ ആരെ സ്ട്രോങ്ങ്‌... ലൈഫ് ആണ്.... മനസാണ് വലുത്.. .. കാണാൻ പറ്റിയാൽ......,Non-abusive
ഇദ്ദേഹം മുൻപൊരിക്കൽ സീരിയലുകളെ കളിയാക്കി ഒരു വീഡിയോ ചെയ്തിരുന്നല്ലോ മറന്നു പോയോ ..,Non-abusive
നീയാണ് നടി നാൾട്ടുകാരെ മുഴുവൻ പറ്റിച്ച ഫ്രോഡ്,Abusive
ജസ്ല ഒരുപാട് ഒരുപാട് ഇഷ്ടം.... സുന കഷ്ടം,Abusive
നിൻ്റെ ജിമികി കമൽ അർക് വേണ്ടെല്യും എനിക്ക് വേണം,Non-abusive
ദിലുവിന് അർഹിച്ച അംഗീകരം തന്നെ ആണ് കിട്ടിയത് ദിലു കട്ട സപ്പോർട്ട് ആയിഎന്നും കൂടെ ഉണ്ടാകും  നെഗറ്റീവ് കമന്റ് പറയുന്നവർ പറയട്ടെ . അത് കണ്ടു ദിലു വിഷമിക്കരുത് സ്ട്രോങ്ങ് ആയി മുന്നോട്ടു പോകുക,Non-abusive
ദിൽഷക്ക് കിട്ടുന്ന 50 ലക്ഷം സ്ത്രീധനം കിട്ടുന്നത് സ്വപ്നം കണ്ടു ദിലു മോൾക്ക് വോട്ട് ചെയ്ത പാവം അന്തം ഫാൻസിന്റെ അവസ്ഥ,Non-abusive
ഒറിജിനൽ ക്രീം ആണെങ്കിലും അല്ലെങ്കിലും അത് ഉപയോഗിച്ച് എന്തെങ്കിലും പറ്റിയാൽ അത് വിറ്റവർക്കും അതു പ്രമോട്ട് ചെയ്തവർക്കും എതിരെ കേസ് കൊടുക്കാനുള്ള വകുപ്പും നമ്മുടെ നിയമത്തിലുണ്ട്,Non-abusive
ഇംഗ്ലീഷ് കേട്ടാൽ മനസ്സിലാവാത്ത കുറച്ചു ആളുകൾ ഉണ്ട് ഈ കമൻ്റ് ബോക്‌സിൽ അവർ അതും പറഞ്ഞു വീഡിയോ ഇറക്കി കുടുംബംകലക്കുന്നുണ്ട്,Non-abusive
നിന്ന ഒരു സെലിബ്രിട്ടികലും സ്‌പോർട് ചെയ്യാതിരുന്നത് ഇപ്പോ മനസിലായി പെർളി ജുവൽ ഇവർക്കൊക്കെ നിന്റെ യഥാർത്ഥ സ്വഭാവം അറിയുന്നത് കൊണ്ടുതന്നെ ആണ്,Abusive
നിന്റെ 50 ലക്ഷം കണ്ടല്ല ഞങ്ങൾ വോട്ട് തന്നത്. ഇപ്പോ നിന്നെ ക്ലിയർ ആയിട്ട് മനസിലായി. അതുകൊണ്ടിനി കൂടുതൽ പ്രസംഗം വേണ്ട.,Non-abusive
ബ്ലെസ്സ്ലി അവന്റെ കാര്യം നോക്കി നടക്കുവാണ് അവനെ ഇതിൽ പിടിച്ചിടണ്ട...  മൂകാമണ്ട റോബിനും ഫാൻസും നിന്റെ കല്യാണം ഉറപ്പിച്ചതാ തേപ്പുകാരി,Abusive
ഇവരെയൊക്കെ ഇന്റർവ്യൂ ചെയ്യേണ്ട എന്താ ഉള്ളത്....... ഇവർ പറഞ്ഞല്ലോ ഇഷ്ട്ടമുള്ള ഡ്രസ്സ്‌ ഇടുന്നു. അത് കാണുന്നവർ വേറെ രീതിയിൽ ആണെന്ന്.... അവളുടെ ഡ്രസ്സ്‌ കണ്ടാൽ ആർക്കായാലും അത് വൃത്തിക്കേടായിട്ടേ തോന്നുള്ളു... അതിനാണല്ലോ അങ്ങനത്തെ ഇടുന്നത്.... അനിയത്തിക്ക് പറ്റിയ ചേച്ചി.....,Abusive
തെറ്റ് ചെയ്താൽ തെറ്റ് എന്ന് പറയാനുള്ള മനസ്സ് കാണിച്ചെങ്കിൽ ഇങ്ങനെ ഒന്നും സംഭവിക്കില്ലായിരുന്നു,Non-abusive
മോളെ നമസ്കാരം വേഗം പൊക്കോ സത്യം പറയാലോ റോബിൻ ഫാൻസിനെ വോട്ടുകൊണ്ടാണ് ദിൽഷ എന്ന വ്യക്തി ജയിച്ചത് അതിന് ഏറ്റവും ഉത്തമ ഉദാഹരണമാണ് ഞങ്ങൾ തന്നെ ഈ ജനങ്ങളുടെ മൊത്തം ശാപം മേടിച്ചു വെച്ചല്ലോ മോളെ കുട്ടി,Non-abusive
ബ്ലെസ്ലി ആ കാക്കാൻ മേത്തൻ തായോളിയാണ് ഇതിന്റെ എല്ലാം പിന്നിൽ,Non-abusive
സോനൂനെയാണ് പേടി എന് പറഞ്ഞപ്പൊ മഷൂറയും സോനൂം ഒരു പോലെ ഞെട്ടിപ്പോയി,Non-abusive
ഇവിടെ എന്തായാലും കമന്റ്‌ ഓഫ്‌ ചെയ്യാൻ പറ്റില്ലല്ലോ...അവൾ പറഞ്ഞത് കേട്ടില്ലേ  മഞ്ഞ കണ്ണിലൂടെ കാണുന്നത് കൊണ്ടാണ് എന്ന്,Non-abusive
ഇവരെന്തിന് എങ്ങനെ കടിച്ചു  പറിച്ചു സംസാരിക്കുന്ന സാധാരണ പെണ്ണുങ്ങൾ  സംസാരിക്കുന്നതുപോലെ പറ്റത്തില്ല അല്ലേ,Abusive
ആണുങ്ങളെ വലവീശിപ്പിച്ചു ആണുങ്ങളുടെ തോളിൽ തൂങ്ങിയും പിന്നാലെ പട്ടിയെ പോലെ നടന്നു ബോട്ട് സമ്പാദിച്ച് സമ്പാദിച്ചസമ്പാദിച്ച ഒരേയൊരു ബിഗ് ബോസ് വിന്നർ ലോക സുന്ദരി ബിഗ് ബോസ് വിന്നർ ബിഗ് ബോസ് എന്ന് പറഞ്ഞ ഷോക്കിൽ തന്നെ അപമാനമായവൾ ദിൽഷാ,Abusive
ഈ വീഡിയോ കണ്ടപ്പോ ഒരു പെയിന്റ് ന്റെ പരസ്യം ഓർമ വന്നു പായലും പൂപ്പലും പിടിച്ച വീട് ഒരു പെയിന്റ് അടിച് കുട്ടപ്പൻ ആക്കുന്നത് ആണ് ആ പരസ്യം,Abusive
അവൾടെ ഒടുക്കത്തെ ചിലപ്പ്.... ആ നാക്ക് ആദ്യം അരിയണം....,Abusive
കേരളത്തിന്റെ അഭിമാന ജാതകം. ഒരിക്കലും നേരിൽ കാണാൻ ഇടവരരുതെന്ന പ്രാർത്ഥന മാത്രം,Non-abusive
നന്നായി ഇരിക്കട്ടെ ആരോഗ്യം ഉള്ള ഒരു കുഞ്ഞു വാവ ജനിയ്ക്കട്ടെ,Non-abusive
"""ഉഗ്രൻ  എന്റെ  പൊന്നൂ , അപാര  തൊലി  കട്ടി  """,Abusive
ഇവൾ എന്തൊ കൂട്ടിയിട്ട് കത്തിച്ചതാണ് എന്നാണ് തോന്നുന്നേ ..,Abusive
എന്തായാലും   മനസിൽ   പക  സൂക്ഷിക്കുന്ന ഒരു സ്ത്രീയെ  ആദ്യമായി  കാണുന്നു,Abusive
"""ആദ്യമായി ഗുലുമാൽ ചളി ആയി  തോന്നിയ എപ്പിസോഡ്, അനൂപേട്ടാ ഈ ഊളയെ വച്ചൊന്നും കോമഡി പ്രെതീക്ഷിക്കരുത്.""",Abusive
ഇവൾ എന്ത് പൊട്ടത്തരം ആണ് വിളമ്പുന്നത് ഇങ്ങനെ ഉള്ളതിന്റെ ഒക്കെ വീഡിയോ കണ്ടു വാങ്ങിച്ചു ഉപയോഗിക്കുന്നവരെ വേണം പറയാൻ,Abusive
ഡോക്ടർ ആർമി ഒന്നും ചെയ്തില്ല അല്ലെ ആകെ ദിൽഷാ ആർമി,Non-abusive
"""കർമ്മ,,,,, അത് നീ ഓർത്തോ നിനക്ക് അത് തിരിച്ചു കിട്ടും """,Abusive
ഈ എല്ലാവർക്കും അറിയാം എന്നു പറഞ്ഞതിൽ ആരൊക്കെ വരും എന്നുകൂടി ഒന്നു പറഞ്ഞിരുന്നെങ്കിൽ ആ കൺഫ്യൂഷൻ ഒന്നൊഴിവായിക്കിട്ടിയേനെ,Non-abusive
സൂരജ് ഡോക്ടറെ പറ്റി പറഞ്ഞ കാര്യത്തിലും ഒരു വീഡിയോ പ്രേതീക്ഷിക്കുന്നു,Non-abusive
ഇത് അവള് അറിഞ്ഞോണ്ട് ഉള്ള ഷോയ ശവം. ഒരുങ്ങി ഇരിക്കുന്നത് കണ്ടാൽ അറിയാം.,Abusive
"""വാഴക്കുല ചിന്തകൾക്ക് അവസാനമില്ലേ?? ഇന്നലെ ഒരു ദിവസം ചിന്ത ചേച്ചിക്ക് ഒരു വക സമാധാനം ഉണ്ടായിരിന്നു,  നിർമല ചേച്ചിയുടെ സഹായത്തോടുകൂടി ഇപ്പൊൾ ഇതാ വീണ്ടും വന്നു വാഴക്കുല മോക്ഷണംവും കള്ളനെ പിടിച്ചതും...പ്രിയപെട്ട ബാലഗോപാലൻ സകാവേ, ആ സംസ്ഥാന ബജറ്റ് പുറത്തിറക്കി ചിന്തയേയും ഞങ്ങളെയും രക്ഷിച്ചുകൂടെ??""",Non-abusive
എത്രയോ നടിമാർ തുണി ഇല്ലാതെ നടക്കുന്നു അവരെആരും കുറ്റം പറയാതെ ഈ പാവങ്ങൾ ഇങ്ങനെ ജീവിച്ചു പോയികോട്ടെ,Non-abusive
അല്പം ഇഷ്ടം  ഉണ്ടായിരുന്നു താങ്കളുടെ വീഡിയോ ഇതോടു കൂടി അതും നശിപ്പിച്ചു ഇതുപോലെ ഉള്ള വ്യക്തികളെ തിരഞ്ഞെടുത്തത് വഴി,Non-abusive
നിങ്ങൾക്കു വേറെ ജോലി ഇല്ലേ.ഈ ഊളയെ വിളിക്കാൻ.,Abusive
ബഷീറിന്റെ ഉത്തരങ്ങൾ കേട്ടപ്പോ തന്നെ മനസ്സിലായി ആരെയാണ് ശരിക്കും പേടി എന്ന്..,Non-abusive
ദിൽഷ ഞങ്ങൾ ഞങ്ങൾ ടെ ഡോക്ടർ ആരുടെ മുന്നിലും തോൽ കാതിരിക്കാൻ വേണ്ടി മാത്രമാണ് നിന്നെ സപ്പോർട്ട് ചെയ്തത് നിനക്ക് നിന്റേ ബോയ്ഫ്രണ്ടിനെ കൊണ്ട് ഞങ്ങടെ ഡോക്ട്ടറെ ഭ്രാന്തൻ എന്ന് വിളിപ്പിക്കണ്ടായിരുന്നു ഇതാണോ നിന്റെ ഫ്രണ്ടിനെ ആരുടെ മുന്നിലും ഇട്ട് കൊടുക്കില്ല എന്ന് പറഞ്ഞ് ഞങ്ങളെ വിശ്വാസിപ്പിച്ചത് ഞങ്ങൾക്കും ഭ്ര ണ്ട് ഒണ്ട് ഞങ്ങൾ ആരും ഇങ്ങനെ ഒരു ഫ്രണ്ടിനോട് അടുത്ത് ഇട പഴ കാറില്ല നിന്റെ വിട്ട് കാർക്ക് പോലും നിന്റെ കണ്ണിൽ എവിടെയോ ഒരു ഇഷ്ട്ടം ഡോക്ട്ടറോട് ഉണ്ട് എന്ന് തോന്നിയില്ലെ ആ പാവത്തിനെ എന്തിന് നിഗയിമിന്റെ ഭാഗമാക്കി വേണ്ടായിരുന്ന നിന്നെ ഒരിക്കൽ പോലും ഡോക്ട്ടർ മറ്റൊരാൾടെ മുന്നിലും ഇട്ട് കൊടുത്തിട്ടില്ല നിയോനിഡോക്ട്ടറെ കെട്ടണമോ വേണ്ടയോ എന്നത് നിന്റെ മാത്രം തിരുമാനമാണ് അതിന് ഇങ്ങനെ ഒരു സീൻ ഒഴിവാക്കാമായിരുന്നു. എന്തായാലും ഞങ്ങൾകട്ടക്ക് ഡോക്ട്ടറോടൊപ്പം കാണും തളികളയില്ല നീ നിന്റെ മരണത്തിന് മുൻപായി ദുഖിക്കും ഡോക്ട്ടറെ വേധനിപ്പിച്ചതിന് അധികം ബുദ്ധിയുള്ള പൊൻമാൻ പൊട്ടകിണറ്റിലെ മുട്ടയിടു അതിന റിയല്ല നല്ല ഒരു മഴ വന്നാൽ വെള്ള നിറഞ് മുട്ടവെള്ളത്തിനടിയിലാകുമെന്ന് ഇതാണ് നിന്റെ വരാനിക്കുന്ന അവസ്തയും നമുക്ക് കാതിരുന്ന് കാണാം,Non-abusive
എന്താ നിങ്ങളുടെ പ്രശ്നം ഇങ്ങനെ എന്താ വിഡിയോ ഇടുന്നെ കുറച്ചു കൂടെ മാര്യത കാണിച്ചു കൂടെ,Abusive
ഇവളെ പോലുള്ളവരെ കൊണ്ടുവരാതിരിക്കുക്ക... ഈ ചാനൽ അത്രക്കും ഇഷ്ട്ടാണ് അത് ഇല്ലാതാക്കരുത്,Abusive
അയ്യോ അങ്ങനെയൊന്നും പറയരുത് ആഗ്രഹമില്ലായിരുന്നു എന്നൊന്നും പറയരുത് കേട്ടോ ആരോഗ്യമുള്ള കുഞ്ഞുവാവ ഉണ്ടാകട്ടെ,Non-abusive
മോളെ എത്ര ആണ് കുറവ് ? ഇനി സന്തോഷ് പണ്ഡിറ്റ് ന്റെ ഐഡിയ ആണോ എപ്പോളും ലൈവ് ആയി നിക്കാൻ ഉള്ള പരിപാടി ആണോ,Abusive
നിങ്ങളോട് ഉള്ള ഇഷ്ട്ടം കൊണ്ടു കാണുന്നു. അനൂപ് ഏട്ടാ,Non-abusive
ചേട്ടാ ഞങ്ങൾ ഇഷ്ടപെടുന്ന ഒരു പ്രോഗ്രാം ആണ് ഗുലുമാൽ... ഇത് പോലെ ഉള്ളവരെ കൊണ്ടുവന്നു വെറുതെ വെറുപ്പിക്കല്ലേ,Non-abusive
ദിൽഷ നിരപരാധിയാണ്‌. പൂരിപക്ഷം ആൾക്കാരും റോബിനെയും ബ്ലസ്ലിയെയും ഇഷ്ടപ്പെട്ടു. അതുപോലെ ദിൽഷയും അവരെ കൂടുതൽ ഇഷ്ടപ്പെട്ടു. ദിൽഷ ഗെയിമിൽ ആയതുകൊണ്ട്‌ കളിക്കേണ്ടതായും വന്നു. വിന്നർ ആവുമോ എന്നൊന്നും ആ കുട്ടിക്ക്‌ അറിയില്ലായിരുന്നു.ദിൽഷയിലും ഉണ്ട്‌ നേർമ്മയും സത്യസന്ധതയും ഒക്കെ...ദിൽഷ ആരോടും വോട്ട്‌ ചോദിച്ചിട്ടും ഇല്ല.നേർവഴിയിലൂടെ തന്നെയാണ്‌ ദിൽഷ സഞ്ചരിച്ചത്‌.,Non-abusive
"""പൈസ കൊടുത്താൽ ഡിജിപി വരെ വരും മോൺസൺ മാവുങ്കാൽ , പിന്നെ ക്യാഷ് കൊടുത്താൽ ഏത് സെര്ടിഫിക്കറ്റ് കിട്ടും ,""",Non-abusive
ഒന്ന് പോടീ  ചുമ്മാ വായിട്ട് അലക്കാതെ  . നമ്മുടെ  മുത്താണ്  മച്ചാൻ,Abusive
ദിൽഷക്ക്‌ വോട്ട് ചെയ്ത എല്ലാ മണ്ടന്മാർക്കും നല്ല നമസ്കാരം.....,Non-abusive
മനുഷ്യന് ലജ്ജ ഇല്ലാതായാൽ പിന്നെ പറഞ്ഞിട്ട് കാര്യമില്ല,Abusive
അന്ന് പ്രശ്നം ഉണ്ടായത് കളക്ടർടെ കുട്ടി ആയതുകൊണ്ടല്ലേ... ഇന്ന് അതല്ലല്ലോ സ്ഥിതി ഇത് മേയറുടെ കുട്ടിയല്ലേ.. കളക്ടറുടെ കുട്ടിയും മേയറുടെ കുട്ടിയും തമ്മിൽ ഒരുപാട് വ്യത്യാസങ്ങൾ ഉണ്ട് . അത് നിങ്ങൾക്ക് മനസ്സിലാവില്ല...,Non-abusive
അസൂയയും മറ്റു പല അസുഖങ്ങളും എല്ലാം കൂടി ഒരു ജന്മം.. കഷ്ടം...,Abusive
ഈ കാര്യം പറയാൻ ഇത്ര ദിവസം എടുക്കേണ്ട ആവശ്യമുണ്ടായിരുന്നില്ല ബിഗ് ബോസിന് ഇറങ്ങിയ ഉടനെ റോബിൻ എന്റെ ബെസ്റ്റ് ഫ്രണ്ട് ആണെന്നഉം ബ്രസീലി  എന്റെ ബ്രദർ ആണെന്നും പറയാമായിരുന്നു പിന്നെ കല്യാണ കാര്യം അതൊക്കെ നിങ്ങൾ പിന്നീട് തീരുമാനിച്ചാൽ മതിയല്ലോ,Non-abusive
ഈ സിന്താബാദ് വിളിക്കുന്നവൻമാർക്ക് ഈ വിഷയങ്ങളെ കുറിച് ഒന്നും ഒരു അന്തോം കുന്തോം ഇല്ല എന്നുള്ളത് മറ്റൊരുകാര്യം : അത് ചിന്തിക്കേണ്ടതാണ് ....തേങ്ങാക്കുല !!!,Non-abusive
നി ഇപ്പോൾ അല്ലടി ഇ വീഡിയോ ഇടേണ്ടതു അതിന്റെ ടൈം കഴിഞ്ഞുപോയി,Abusive
"വാഴ കുലച ഖട്ടത്തിൽ , വല്ലാത്ത ഒരു ഖട്ടത്തിൽ, ചൂണ്ടി കണിച്ച  ഖട്ടത്തിൽ,",Non-abusive
സമയമെടുത്തു  തീരുമാനം  എടുക്കുദിലൂ നിങ്ങളെ രണ്ടു പേരെയും ഇഷ്ടമാ,Non-abusive
പ്രബുദ്ധ മലയാളികൾ നിറഞ്ഞ കമന്റ് ബോക്സ്‌...... തു.........,Non-abusive
ഈ കാര്യത്തിൽ കരയാൻ നിനക്ക് എന്ത് യോഗ്യത... ഇവരെ പുറകെ നടത്തിയതും ഈ സംസാരം മുഴുവൻ ഉണ്ടാക്കിയതും നീയാണ്.,Abusive
തേച്ചലെ പെണ്ണെ തേച്ചേലെ പെണ്ണെ..... സന്തോഷം വോട്ട് ചെയെത് റോബിൻ വേണ്ടി..... അല്ലാതെ...,Abusive
വെരി ഗുഡ് വളരെ നല്ലതാണ് നിങ്ങളുടെ തീരുമാനം ജീവിക്കുന്നത് നിങ്ങളാണ് ഫാൻസുകാർ വിചാരിച്ചാൽ നിങ്ങളെ കെട്ടിക്കാൻ ആവില്ല നിങ്ങൾ നിങ്ങളുടെ തീരുമാനമെടുക്കുക അല്ലാതെ മറ്റുള്ളവർ പറയുന്നത് കേൾക്കരുത്,Non-abusive
യാതൊരു വിവരവുമില്ല എന്കിലും ധൈര്യമായി ചില ക്ളീഷെ പ്രയോഗിച്ചു പ്രസംഗിച്ച്ാല് കേരളത്തില് രക്ഷപ്പെടാമെന്നു തെളിയിച്ചു,Abusive
നല്ല നാല് മലപ്പുറത്തെ തെറി പറയും ന്ന് കരുതി,Non-abusive
നിന്നെ പോലൊരുത്തിടെ പറ്റിച്ചും അഭിനയിച്ചു നേടിയ ക്യാഷ് വാങ്ങാൻ മാത്രം തെണ്ടികളല്ല മലയാളികൾ....അഹന്ത നല്ലതല്ല...,Abusive
വൃത്തികെട്ട യൂ റ്റ്യൂബ് ചാനലിൽ വൃത്തികെട്ട ഡാഷുകൾ,Abusive
എന്തായാലും ചോദ്യം ചോദിക്കുന്ന ആൾ കുറച്ച് വിട്ടിരുന്നത് നന്നായി,Abusive
പാലം കടക്കുവോളം നാരായണ നാരായണ പാലം കടന്നപ്പോൾ കൂരായണ,Non-abusive
ഇത് ഒരു പാഴ്ജന്മം ഇവളെ അതേ ജനുസിൽ പെട്ട സാധനം ആണ് സനയും,Abusive
10 വോട്ട് ചെയ്തതിന്റെ പേരിൽ ഒരാൾ ആരെ വിവാഹം കഴിക്കണം എങ്ങനെ ജീവിക്കണം എന്ന് തീരുമാനിക്കാൻ ആർക്കും അവകാശം ഇല്ല മലയാളിയുടെ പൊതു സൂക്കേട് എന്തൊരു അധഃപത്തനം ആണ് നമ്മുടെ സമൂഹത്തിന്റെ..,Non-abusive
ആദ്യമായിട്ട് (അനൂപിന് ) ഡിസ്‌ലൈക്ക് ...അല്ല  മാടമ്പി ജസ്ലക്കുള്ളതാ ..അല്ല അനൂപേ കേരളത്തിൽ വേറാരുമില്ലേ ...???,Abusive
"""അതേയ് പത്മശ്രീ നേരായ  വഴിയിൽ നേടുന്നതും , വളഞ്ഞ വഴി നേടുന്നതും തമ്മിൽ എന്താ വിത്യാസം കുറുപ്പ് മാഷേ ? """,Abusive
സിഗരറ്റു വലിച്ച് ജസ്ലയുടെ ചുണ്ട്‌ കരിക്കട്ടപോലെ കറുത്തുപോയി,Abusive
നാണമില്ലേ ജാസ്മിനെ നിനക്ക്? നീ റോബിന്റെ ശിഷ്യത്യം സ്വീകരിക്കൂ. നല്ലൊരു വ്യക്തി ആകും. ഓക്കേ,Abusive
എന്റെ  സിം ഉപയോഗിച്ച് വോട്ട് ചെയ്തു ദിവസവും 50 വോട്ട്  1 സിം ചെയ്തു ഉണ്ട്,Non-abusive
നി ഒന്നു പോടെ.കള്ളകരചിൽ . കള്ളി.നിന്നെ കാണാനേ ഇഷ്ടമില്ല,Abusive
ചുമ്മാതല്ല നീ വിൻ ചെയ്തപ്പോൾ കൂടെ ഉണ്ടായിരുന്നവർ പോലും സന്തോഷിക്കത്തെയിരുന്നത്,Abusive
ദേവു ചേയ് ദ് നിങ്ങൾ വീഡിയോ കാണിക്കല്ലേ ഇദ് ഞങ്ങളുടെ വീട്ട്ൽ ഒണ്ട് നാണമില്ലേ എങ്ങനെ കാണിക്കാൻ,Abusive
"""എന്റെ പൊന്നു ചേട്ടോ ആദ്യമായി ഒരു ഡിസ്‌ലൈക് അടിച്ചു,  വെറുതെ ഇതുപോലത്തെ സോഷ്യൽ ചവറുകൾക്ക്ക് പ്രൊമോഷൻ കൊടുക്കരുത്""",Abusive
സൂരജും വീട്ടുകാരും ഇതൊന്നും  അതിനെ കാണിക്കില്ല ഉറപ്പ്,Non-abusive
നിനക്ക് ഇപ്പൊ വയസ് 30... ഇനി 50 വയസായിട്ടാണോ കല്യാണം കഴിക്കുന്നെ...... ഒന്നോർക്കണം റോബിൻ ഒറ്റ ഒരാളാണ് നിന്നെ വിന്നർ ആക്കിയത്,Abusive
